custid,policystartd,policyendd,gender,age,ptype,vclass,vcolor,vmaker,product
ID_10US53F,12/17/10,12/16/11,Male,44,1,Saloon,,TOYOTA,CarSafe
ID_10Z394U,7/3/10,3/2/11,Female,36,1,JEEP,Silver,ACURA,Car Classic
ID_110V61M,7/5/10,7/2/11,Female,40,1,JEEP,As Attached,ACURA,Car Classic
ID_1143H6E,3/22/10,3/21/11,Female,35,1,JEEP,Black,TOYOTA,Car Classic
ID_118RLBY,3/29/10,3/27/11,Male,35,1,Saloon,Silver,TOYOTA,Car Classic
ID_11AXZ03,5/21/10,5/20/11,Female,33,1,Saloon,,TOYOTA,Car Classic
ID_11DOH5Z,4/26/10,4/25/11,Male,51,1,Saloon,,Honda,CarSafe
ID_11QQZG9,6/11/10,6/10/11,Male,28,1,Saloon,Silver,TOYOTA,Car Classic
ID_11VGQ53,7/19/10,1/16/11,Male,27,1,Saloon,,Honda,Car Classic
ID_11YFLWR,9/18/10,9/17/11,Male,49,2,,Black,Lexus,Car Plus
ID_11Z226Z,4/30/10,2/10/11,Female,30,1,Saloon,Gold,TOYOTA,Car Plus
ID_120TRM5,10/1/10,9/29/11,Male,44,1,JEEP,,Hyundai,CarSafe
ID_1258IEU,7/25/10,7/24/11,Female,40,1,Saloon,,TOYOTA,CarSafe
ID_12CMV5K,12/13/10,12/12/11,Female,78,1,,,,Car Classic
ID_12Q01NN,5/6/10,5/5/11,Male,58,1,Saloon,,Honda,CarSafe
ID_134PY77,10/18/10,10/17/11,Female,34,1,Saloon,Black,TOYOTA,Car Classic
ID_1384A54,11/4/10,11/2/11,Male,44,1,,,,CarSafe
ID_139VZIE,1/12/10,1/9/11,NO GENDER,33,1,Saloon,Black,Honda,Car Classic
ID_13HMC92,1/25/10,1/24/11,Male,7,1,Saloon,,TOYOTA,Car Classic
ID_13SJGZZ,10/28/10,10/26/11,Male,59,1,,,,CarSafe
ID_13UJQCN,1/6/10,1/5/11,Male,36,1,Saloon,,Kia,CarSafe
ID_13Y6P9H,6/6/10,6/4/11,Male,25,1,Saloon,Silver,Lexus,Car Classic
ID_148ZEIV,7/2/10,7/1/11,Male,37,1,Saloon,,Mercedes,CarSafe
ID_14CT2J3,9/27/10,6/13/11,Male,40,1,Saloon,Green,TOYOTA,Car Classic
ID_14FC7Z8,9/10/10,9/9/11,Female,33,1,,,,Car Classic
ID_14GYPBQ,3/23/10,3/22/11,Female,52,3,JEEP,Black,TOYOTA,Car Classic
ID_14K6GCK,4/4/10,4/3/11,,61,1,,Black,TOYOTA,Car Classic
ID_14MI11L,10/29/10,1/28/11,Male,43,2,,Blue,Mercedes,Car Classic
ID_14TM3RU,10/10/10,10/9/11,Female,45,1,Saloon,Red,Kia,Car Classic
ID_14X284U,1/18/10,1/17/11,Female,42,1,Saloon,Blue,TOYOTA,Car Classic
ID_150XAUY,8/5/10,8/4/11,Male,43,2,JEEP,Black,Mitsubishi,Car Classic
ID_15715AW,10/22/10,10/21/11,Male,62,1,JEEP,As Attached,Lexus,Car Classic
ID_159QGM7,4/26/10,1/1/11,Male,48,1,JEEP,,Range Rover,Customized Motor
ID_15DJ74K,4/2/10,4/1/11,Male,38,1,Saloon,Gold,Hyundai,Car Classic
ID_15J19NU,8/22/10,8/21/11,Male,45,1,,,,Car Classic
ID_15JAFV0,2/12/10,2/11/11,Male,12,2,,,Hyundai,Customized Motor
ID_15MQYR5,1/31/10,1/30/11,Female,36,1,Saloon,Silver,TOYOTA,Car Classic
ID_15OH215,3/21/10,3/20/11,Male,36,1,Saloon,Black,Honda,Car Classic
ID_15YOM20,12/5/10,12/4/11,Male,45,1,,,,CarSafe
ID_16D6BP5,5/2/10,5/1/11,Entity,10,3,Pick Up,As Attached,TOYOTA,CVTP
ID_16GQC52,8/14/10,8/1/11,NOT STATED,56,1,,,,Car Classic
ID_16IHA5N,7/12/10,7/10/11,Female,46,1,JEEP,,Mitsubishi,CarSafe
ID_16S4IOQ,4/24/10,2/18/11,Male,20,2,JEEP,Black,Ford,Car Classic
ID_16SABII,9/23/10,9/22/11,,81,1,JEEP,Silver,TOYOTA,Car Classic
ID_16X0NWN,12/5/10,12/31/10,Female,48,2,JEEP,,Range Rover,Customized Motor
ID_16ZS06J,11/13/10,11/12/11,Male,43,2,,,TOYOTA,Car Classic
ID_16ZT9EE,5/17/10,5/16/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_171V8DQ,3/29/10,3/28/11,Male,30,1,Saloon,,Hyundai,CarSafe
ID_178C4R5,7/17/10,7/16/11,Female,52,1,Saloon,Grey,TOYOTA,Car Classic
ID_17DG12Q,4/24/10,4/23/11,Male,60,1,Saloon,,TOYOTA,CarSafe
ID_17FI0DZ,8/5/10,8/4/11,Male,30,1,,,,CarSafe
ID_17L2UEL,5/25/10,5/23/11,Male,41,1,JEEP,,TOYOTA,CarSafe
ID_17L53L6,5/8/10,5/7/11,Male,32,1,Truck,Blue,Mack,CVTP
ID_17UJ98G,5/23/10,5/22/11,NOT STATED,30,1,Saloon,,TOYOTA,CarSafe
ID_17Z0VAK,4/26/10,4/25/11,Male,40,1,JEEP,Blue,TOYOTA,Car Classic
ID_185X122,11/26/10,11/25/11,Male,40,1,,,,CarSafe
ID_187AKRK,10/28/10,10/27/11,Joint Gender,33,1,JEEP,White,TOYOTA,Car Classic
ID_18GQL3N,3/22/10,3/20/11,Male,29,1,Saloon,,TOYOTA,Car Classic
ID_18GY66Q,5/14/10,5/13/11,Female,44,1,Saloon,Silver,TOYOTA,Car Classic
ID_18NDG66,5/7/10,5/6/11,Male,68,2,,,Mercedes,Car Classic
ID_18Q3GJR,12/24/10,12/23/11,Male,45,2,,,,Car Classic
ID_18YZ6U0,11/15/10,11/14/11,Male,36,1,Saloon,Silver,TOYOTA,Car Classic
ID_19355UE,3/28/10,3/27/11,,1,1,Motorcycle,,.,Motor Cycle
ID_19D9H49,9/28/10,9/27/11,Female,40,2,JEEP,Grey,Honda,Car Classic
ID_19HEGD4,12/23/10,12/22/11,Male,50,1,,,,CarSafe
ID_19NWP3O,9/13/10,9/12/11,Male,39,1,,,,Car Classic
ID_19PV13X,12/27/10,12/26/11,Female,42,1,JEEP,Black,TOYOTA,Car Classic
ID_19QD4WG,10/4/10,1/3/11,Male,36,1,Saloon,,Lexus,Car Classic
ID_1A4KKOD,6/28/10,6/27/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_1AEALON,4/1/10,3/31/11,Male,40,1,Saloon,Black,TOYOTA,Car Classic
ID_1AGD0F5,1/9/10,1/8/11,Male,44,1,JEEP,Black,Mitsubishi,Car Classic
ID_1AX60CH,10/10/10,1/8/11,Female,35,1,,,Ford,Car Classic
ID_1AYLTNW,3/13/10,3/12/11,Male,60,3,JEEP,Black,Grand Cherokee,Customized Motor
ID_1B4397P,12/24/10,12/23/11,Male,33,1,,,,CarSafe
ID_1B5227T,10/21/10,9/16/11,Entity,20,1,,,,CVTP
ID_1B6Z6XM,12/6/10,12/5/11,Male,37,1,Saloon,Green,TOYOTA,Car Classic
ID_1B7DUVA,8/21/10,4/5/11,Male,36,1,,,,Car Classic
ID_1B8HT3N,1/24/10,1/23/11,,39,1,Bus,Green,Ford,CVTP
ID_1B9ARN8,10/22/10,10/21/11,Male,69,1,,,,CarSafe
ID_1BHWDTY,4/9/10,4/8/11,Female,40,1,JEEP,White,TOYOTA,Car Classic
ID_1BJ5TY2,11/14/10,11/13/11,Male,36,1,Saloon,Grey,Honda,Car Classic
ID_1BL3JVR,5/22/10,5/21/11,Female,34,1,JEEP,,Porsche,Customized Motor
ID_1BSUBQE,1/11/10,1/10/11,Male,43,3,Saloon,Green,Ford,Car Classic
ID_1BTE1WF,4/12/10,4/11/11,Male,40,2,JEEP,Black,Honda,Car Classic
ID_1BTPW2R,10/1/10,9/30/11,Joint Gender,56,2,Saloon,,TOYOTA,CarSafe
ID_1BVJW3K,9/27/10,9/26/11,Male,60,3,,,,CVTP
ID_1C6719S,4/29/10,4/28/11,Male,54,2,Mini Bus,Blue,TOYOTA,Customized Motor
ID_1C8Z1BK,12/22/10,6/21/11,Male,38,1,,,Honda,Car Classic
ID_1C93XVW,6/17/10,6/16/11,Male,40,1,Saloon,,TOYOTA,Customized Motor
ID_1CDI8QM,1/21/10,1/20/11,Male,65,4,Saloon,,Peugeot,Car Classic
ID_1CFQA1M,1/31/10,1/30/11,Male,49,1,Saloon,,TOYOTA,CarSafe
ID_1CGUTEX,12/12/10,6/10/11,Male,42,1,,,,CarFlex
ID_1CMZQIT,2/26/10,2/25/11,Male,44,1,Saloon,Wine,TOYOTA,Car Classic
ID_1COUM0B,1/8/10,1/7/11,Male,45,1,Saloon,Black,Honda,Car Classic
ID_1CWOBX4,7/4/10,7/3/11,Male,48,1,Saloon,Black,Peugeot,Car Plus
ID_1CZXZ0W,3/27/10,3/26/11,Male,50,1,Saloon,,Kia,CarSafe
ID_1D2DQUK,10/21/10,10/20/11,Male,31,1,,,,Car Classic
ID_1D5LCZF,9/16/10,9/15/11,Male,52,1,JEEP,Black,TOYOTA,Car Classic
ID_1DBMV3X,7/24/10,7/23/11,Male,41,1,Saloon,,TOYOTA,CarSafe
ID_1DHMAC1,6/11/10,6/10/11,Male,28,1,Saloon,Silver,TOYOTA,Car Classic
ID_1DL6D99,4/12/10,4/11/11,Female,31,1,Saloon,Silver,Lexus,Car Classic
ID_1DLRDKE,10/10/10,4/8/11,Male,23,1,,,,Car Classic
ID_1DNYS5G,5/7/10,3/9/11,Male,35,1,JEEP,,TOYOTA,Car Classic
ID_1DODO0F,6/20/10,6/19/11,Male,41,1,JEEP,Grey,Honda,Car Classic
ID_1DSIC2W,10/12/10,1/12/11,Male,29,1,JEEP,,TOYOTA,CarFlex
ID_1E1QV0K,3/29/10,3/28/11,Male,20,1,Saloon,,Volkswagen,CarSafe
ID_1E3VJXP,10/2/10,10/1/11,Male,50,1,,,,CarSafe
ID_1E722VL,8/7/10,8/6/11,Male,46,1,,Black,TOYOTA,Car Classic
ID_1EBL0SK,12/13/10,12/11/11,Male,49,1,,,,CarSafe
ID_1EFPZ7L,11/14/10,11/13/11,Male,21,1,,,,CarSafe
ID_1EL08Q3,4/26/10,1/1/11,Male,48,1,JEEP,,Land Rover,Customized Motor
ID_1EOHPSF,6/17/10,6/16/11,Male,39,1,Truck,White,Iveco,CVTP
ID_1EPDMGM,9/18/10,9/17/11,Male,48,2,Saloon,Silver,TOYOTA,Car Classic
ID_1EUXGFX,8/16/10,8/15/11,Female,34,4,,,,CarSafe
ID_1F3Y9PC,2/12/10,2/11/11,Male,35,1,Saloon,,TOYOTA,CarSafe
ID_1F5DBGC,2/14/10,2/13/11,Female,76,1,Saloon,,Lexus,Car Classic
ID_1FA0PNH,1/28/10,1/27/11,Male,36,2,Saloon,Silver,TOYOTA,Car Classic
ID_1FDWX3U,6/24/10,3/25/11,Male,29,1,Saloon,,Honda,Car Classic
ID_1FFKVE5,2/11/10,2/10/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_1FGUCKI,1/17/10,1/16/11,Female,41,1,Saloon,,Honda,CarSafe
ID_1FIQZ5S,5/21/10,5/20/11,Male,41,1,JEEP,Silver,Lexus,Car Classic
ID_1FQ0WH8,10/5/10,10/4/11,Female,34,1,Mini Van,Gold,TOYOTA,Car Classic
ID_1FV8JL4,8/22/10,7/3/11,Male,50,1,,,,Car Classic
ID_1G3DEYA,2/26/10,2/25/11,Male,44,1,Saloon,Green,TOYOTA,Car Classic
ID_1G7G96S,7/4/10,7/3/11,Male,34,2,Saloon,As Attached,TOYOTA,Car Classic
ID_1GBQ2GH,11/21/10,11/20/11,Male,31,1,,,,Car Classic
ID_1GGORZ5,11/29/10,5/29/11,,42,1,,,,Car Classic
ID_1GIZPB6,10/24/10,10/23/11,Male,53,3,,,,CarSafe
ID_1GNW6SG,5/14/10,5/13/11,Female,40,2,Saloon,,Honda,CarSafe
ID_1GU3HUF,12/5/10,12/4/11,Male,34,1,,,,Car Classic
ID_1GU7HBN,5/9/10,5/8/11,Female,34,1,JEEP,Black,Nissan,Car Classic
ID_1H0QFRZ,3/19/10,3/17/11,Female,33,2,Saloon,,TOYOTA,CarSafe
ID_1H9RI6N,12/23/10,12/22/11,Male,31,1,,,,CarSafe
ID_1H9VRFK,4/12/10,4/11/11,Female,44,1,,,Honda,Car Classic
ID_1HFY09A,6/12/10,6/11/11,Male,32,1,Saloon,Silver,TOYOTA,Car Classic
ID_1HH0HZD,1/23/10,1/22/11,Male,46,1,Saloon,,Nissan,CarSafe
ID_1HKYLSG,7/17/10,7/16/11,Male,31,1,Saloon,,TOYOTA,Car Classic
ID_1HTQLZP,12/9/10,12/8/11,Female,42,1,,,,Car Classic
ID_1I96PE5,4/1/10,3/31/11,Male,43,1,JEEP,,TOYOTA,Car Classic
ID_1IB1KVR,8/8/10,2/6/11,Male,40,1,Van,White,TOYOTA,Car Classic
ID_1IEJMXT,5/31/10,5/29/11,Male,42,1,JEEP,Black,Lexus,Car Classic
ID_1IEJVA0,7/4/10,7/3/11,Male,30,1,Saloon,White,Lexus,Car Classic
ID_1IJCAIP,10/16/10,10/15/11,Female,68,1,Saloon,,Mitsubishi,CarSafe
ID_1IVWKQH,11/19/10,11/17/11,Male,46,1,,,,CarFlex
ID_1IZCLN4,9/30/10,9/29/11,Male,42,1,,,,CarSafe
ID_1J0G2LA,5/6/10,5/5/11,Female,32,1,Saloon,As Attached,TOYOTA,Car Classic
ID_1J3NL3Q,12/23/10,12/21/11,Male,40,1,,,,CarSafe
ID_1J9II7G,8/30/10,8/29/11,Female,44,1,JEEP,Black,TOYOTA,Car Classic
ID_1JBQ9IU,4/12/10,4/11/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_1JFT2C1,2/20/10,2/19/11,Male,54,1,Saloon,,TOYOTA,CarSafe
ID_1JGHYT3,3/7/10,3/6/11,Male,45,1,Saloon,Silver,Hyundai,Car Classic
ID_1JH2M89,10/9/10,10/8/11,Male,1,1,,,,Car Classic
ID_1JL7FO6,11/20/10,11/19/11,Female,70,2,Saloon,Black,Hyundai,Car Classic
ID_1JL8H02,10/9/10,10/8/11,Male,40,1,,,,CarSafe
ID_1JNAIXM,10/31/10,10/30/11,Male,41,1,Saloon,Black,Honda,Car Classic
ID_1JQTXUW,8/16/10,8/15/11,Male,24,2,Saloon,,TOYOTA,Car Classic
ID_1JRMQSP,2/26/10,2/25/11,Male,38,1,Saloon,Green,Volkswagen,Car Plus
ID_1JZ19QZ,5/21/10,5/20/11,Male,62,1,JEEP,Black,Lexus,Car Classic
ID_1JZOTCB,3/15/10,3/14/11,Male,50,1,Saloon,,TOYOTA,CarSafe
ID_1K8RNAK,1/29/10,1/28/11,,1,1,,As Attached,Mack,CVTP
ID_1KAZMFV,8/30/10,8/29/11,Male,31,2,,,,CarSafe
ID_1KDHZYW,11/5/10,5/5/11,Male,38,1,,,,Car Classic
ID_1KFUR1W,11/14/10,11/12/11,Male,37,1,,,,CarSafe
ID_1KIUOY9,4/15/10,4/13/11,Female,36,1,JEEP,,TOYOTA,Car Classic
ID_1KTLFHR,1/10/10,1/9/11,Female,43,1,Saloon,,Kia,Car Classic
ID_1KYNX3Y,6/4/10,6/3/11,Female,39,1,JEEP,,ACURA,CarSafe
ID_1L0VYMD,10/2/10,10/1/11,Male,43,2,,,,Car Classic
ID_1L48QQ5,5/8/10,5/7/11,Male,43,1,Saloon,Black,Hyundai,Car Classic
ID_1L7KXZW,7/22/10,7/21/11,Female,7,1,JEEP,Blue,TOYOTA,Car Classic
ID_1LAXOLB,9/11/10,9/10/11,Female,40,1,,,,CarSafe
ID_1LIIX2T,10/25/10,1/24/11,Male,44,1,JEEP,Gold,Ford,Car Classic
ID_1LLE6WR,12/20/10,12/19/11,Male,51,1,,,,Car Classic
ID_1LQYVZV,3/18/10,3/17/11,Female,34,1,Saloon,Silver,Hyundai,Car Plus
ID_1LSSBFI,1/21/10,1/20/11,Male,49,1,Saloon,,TOYOTA,CarSafe
ID_1LUF1N2,9/25/10,9/24/11,Female,36,1,,,,CarSafe
ID_1LV1U3E,12/28/10,7/21/11,Male,53,1,Saloon,Black,TOYOTA,Car Classic
ID_1LV9SZL,7/8/10,7/7/11,Female,35,1,Saloon,,Lexus,CarSafe
ID_1LXD5W8,1/6/10,1/5/11,Female,61,1,JEEP,Black,Ford,Car Classic
ID_1LXPRW0,2/15/10,2/14/11,NOT STATED,40,1,Saloon,,TOYOTA,CarSafe
ID_1M2240M,7/3/10,7/2/11,Male,20,5,Saloon,Green,Mercedes,Car Classic
ID_1M3EQD8,2/13/10,2/12/11,Male,50,1,Saloon,,TOYOTA,CarSafe
ID_1M690M1,8/13/10,2/10/11,Female,35,2,JEEP,,TOYOTA,Car Classic
ID_1M7JXI1,9/19/10,3/19/11,Female,30,1,,,,Car Classic
ID_1MFMR5T,12/1/10,2/28/11,Male,36,1,,,,CarFlex
ID_1MGULWD,2/13/10,2/12/11,Male,40,1,Saloon,,Kia,CarSafe
ID_1MIDZ0K,9/3/10,9/2/11,Male,42,1,JEEP,Black,Ford,Car Classic
ID_1MQJVJT,1/20/10,1/19/11,Male,29,1,,,TOYOTA,Car Classic
ID_1MRFOU8,5/24/10,5/23/11,Male,42,1,JEEP,Gold,TOYOTA,Car Classic
ID_1MUVNPZ,10/7/10,10/6/11,Female,40,1,,,,CarSafe
ID_1N10J1D,2/25/10,2/24/11,Entity,30,1,JEEP,Black,Hyundai,Car Classic
ID_1N3IKRL,11/11/10,11/10/11,Male,52,1,Saloon,,TOYOTA,CarSafe
ID_1N7PY5P,1/25/10,1/6/11,Female,72,3,,,Nissan,Car Classic
ID_1NB89Q5,2/23/10,1/22/11,Female,39,1,Saloon,Silver,TOYOTA,Car Classic
ID_1NDD9UN,3/29/10,3/28/11,Male,36,1,Saloon,Gold,TOYOTA,Car Classic
ID_1NDVDIP,4/11/10,4/10/11,Female,37,1,Saloon,Black,Honda,Car Classic
ID_1NEBCEH,11/18/10,11/17/11,Male,46,1,Saloon,Blue,Honda,CarFlex
ID_1NJUN7A,11/29/10,11/28/11,Female,52,1,JEEP,Green,Hyundai,Car Classic
ID_1NN4SOJ,2/27/10,2/26/11,Female,42,1,Saloon,,TOYOTA,CarSafe
ID_1NXFIVB,1/24/10,1/23/11,Female,32,1,Saloon,,TOYOTA,CarSafe
ID_1NYIDHV,3/27/10,3/26/11,Male,2,1,Saloon,,Chevrolet,CarSafe
ID_1NZA8LE,3/7/10,3/6/11,Male,35,1,Saloon,Green,Honda,Car Classic
ID_1NZZEZS,1/24/10,12/31/10,Female,52,2,JEEP,Black,Lexus,Car Classic
ID_1O41TGY,9/11/10,9/10/11,Male,34,1,Saloon,Gold,TOYOTA,Car Classic
ID_1O8ZIC4,4/26/10,4/25/11,Male,1,1,Saloon,,TOYOTA,Car Classic
ID_1OHKFBQ,5/16/10,5/15/11,Male,1,1,Saloon,,ACURA,CarSafe
ID_1OHL7WC,5/30/10,5/28/11,Female,44,1,JEEP,As Attached,TOYOTA,Car Classic
ID_1OHTCDG,10/2/10,4/1/11,Male,38,2,Saloon,Silver,TOYOTA,Car Classic
ID_1OR3NCH,4/3/10,4/1/11,Male,41,1,JEEP,As Attached,Lexus,Car Plus
ID_1OSJDFJ,7/25/10,7/24/11,Entity,57,1,,As Attached,Ford,Car Classic
ID_1OVST5Q,3/18/10,3/17/11,Male,66,1,JEEP,Silver,TOYOTA,Car Classic
ID_1P275L5,1/10/10,1/9/11,Male,43,1,Saloon,Red,TOYOTA,Car Classic
ID_1P6E3W2,8/23/10,8/22/11,Male,60,1,,,,CarSafe
ID_1P6QRRB,1/10/10,1/9/11,Female,43,1,Saloon,As Attached,Kia,Car Classic
ID_1PCPUTF,2/2/10,2/1/11,Male,50,1,Saloon,,Lexus,CarSafe
ID_1PDNURM,5/22/10,5/21/11,Male,28,1,Saloon,Grey,TOYOTA,Car Classic
ID_1PFS7CD,4/18/10,4/17/11,Male,51,1,Saloon,,Hyundai,CarSafe
ID_1POD7QJ,11/27/10,11/26/11,Female,46,1,,,,CarSafe
ID_1PQXLQS,12/13/10,12/12/11,Male,41,1,,,,CarSafe
ID_1PVGHW0,3/1/10,2/28/11,Male,55,1,Saloon,As Attached,TOYOTA,Car Plus
ID_1PVQTBH,1/29/10,1/28/11,Male,41,1,Saloon,,Honda,CarSafe
ID_1PVWP0N,10/30/10,10/27/11,Female,34,1,,,,Car Classic
ID_1PZ90EM,7/30/10,7/29/11,Male,50,2,Saloon,Ash,TOYOTA,Car Classic
ID_1Q6MEZ9,8/27/10,2/25/11,Entity,7,1,JEEP,Brown,TOYOTA,Car Classic
ID_1Q8PQFC,8/16/10,8/15/11,Male,24,2,Saloon,,TOYOTA,Car Classic
ID_1Q8VCRF,3/22/10,3/21/11,Female,1,1,Saloon,,TOYOTA,CarSafe
ID_1QD0I3F,11/5/10,11/4/11,Female,32,2,,,,Car Classic
ID_1QF9UYQ,2/5/10,2/4/11,Entity,10,1,Saloon,,TOYOTA,Car Plus
ID_1QG14LV,12/23/10,1/4/11,SEX,35,1,,,,Car Classic
ID_1QJSO86,3/12/10,3/11/11,Female,38,1,JEEP,Blue,Hyundai,Car Classic
ID_1QLYR8O,5/20/10,3/11/11,Male,20,1,,,Mercedes,Car Classic
ID_1QR4SVV,2/9/10,2/8/11,Female,43,1,Saloon,Black,Kia,Car Classic
ID_1QTCJ0C,5/17/10,5/16/11,Female,32,1,Saloon,Gold,TOYOTA,Car Classic
ID_1R2ROLL,2/5/10,1/13/11,Male,37,1,Saloon,Grey,TOYOTA,Car Classic
ID_1RAC7L7,7/24/10,7/23/11,Female,32,3,Saloon,Grey,TOYOTA,Car Classic
ID_1RB4WHU,7/17/10,7/16/11,Male,53,1,Saloon,,TOYOTA,CarSafe
ID_1RGLW6X,8/1/10,7/31/11,Male,34,1,,,,Car Classic
ID_1RJ6SJF,5/27/10,5/26/11,Male,37,1,Saloon,,Volkswagen,CarSafe
ID_1RK81R3,8/1/10,7/31/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_1RMX2RD,2/14/10,2/13/11,Female,33,1,Saloon,,Honda,CarSafe
ID_1RTP13E,1/28/10,1/27/11,Male,41,1,Saloon,,TOYOTA,CarSafe
ID_1RUH1HJ,12/13/10,1/4/11,SEX,37,1,,,,Car Classic
ID_1S1FDMV,7/10/10,7/9/11,Female,41,1,Saloon,,Mazda,CarSafe
ID_1S28LSA,8/1/10,7/31/11,Male,30,1,Saloon,White,Honda,Car Classic
ID_1S4YCLV,4/26/10,4/22/11,Male,41,1,JEEP,,Mercedes,Car Classic
ID_1S74Z5Z,9/12/10,9/11/11,Male,39,1,,,,CarSafe
ID_1SGRTDR,8/16/10,2/4/11,Male,30,1,,,,Car Classic
ID_1STIQ3X,5/2/10,5/1/11,Male,47,1,Saloon,,TOYOTA,Car Classic
ID_1SWO53G,12/23/10,3/22/11,Female,37,1,,,,Car Classic
ID_1T5IWGX,6/24/10,6/23/11,Male,1,1,Saloon,,TOYOTA,CarSafe
ID_1TARUFD,8/5/10,2/13/11,Female,37,4,,,Hyundai,Car Classic
ID_1TBKGRA,8/27/10,8/26/11,Female,37,1,,,,CarSafe
ID_1TOYZA0,4/25/10,4/12/11,Male,33,1,Saloon,Red,TOYOTA,Car Classic
ID_1TS8S86,5/17/10,5/16/11,Male,38,1,JEEP,Black,Lexus,Car Classic
ID_1TSIW3H,5/9/10,5/8/11,Male,44,2,Saloon,As Attached,TOYOTA,Car Classic
ID_1U2G2FV,5/24/10,5/23/11,Entity,10,3,,,TOYOTA,CVTP
ID_1U4820X,6/14/10,6/13/11,Male,43,2,JEEP,Black,Mitsubishi,Car Classic
ID_1U77AQW,3/15/10,3/14/11,Male,39,1,Saloon,Grey,TOYOTA,Car Classic
ID_1U82COP,8/19/10,2/17/11,Male,46,1,,,,Car Classic
ID_1UBGVZ0,2/8/10,2/7/11,,56,1,,Silver,Mercedes,Car Plus
ID_1UCYDEA,2/6/10,2/5/11,Female,41,1,Saloon,,Mitsubishi,CarSafe
ID_1USOPRM,12/20/10,12/19/11,Male,63,1,JEEP,Black,Nissan,Car Classic
ID_1UUT46P,6/27/10,6/26/11,Male,34,1,Saloon,Silver,TOYOTA,Car Classic
ID_1UX8RM7,12/17/10,4/16/11,Female,40,1,,As Attached,Iveco,CVTP
ID_1VA4CMA,8/20/10,4/27/11,Male,55,3,,,,Car Classic
ID_1VJM18R,3/25/10,3/24/11,Male,41,3,Saloon,Black,Volkswagen,Car Classic
ID_1VM7591,11/12/10,11/10/11,Female,20,3,JEEP,Green,Ford,Car Classic
ID_1VNW15S,11/8/10,11/7/11,Male,3,1,,,,Car Classic
ID_1VPJG6C,9/16/10,3/17/11,Male,50,2,Saloon,White,TOYOTA,Car Classic
ID_1VQEJGS,9/5/10,9/4/11,Female,36,2,,,,Car Plus
ID_1VQHCI5,9/11/10,9/10/11,Male,63,1,,,,CVTP
ID_1VS3NV0,10/29/10,10/28/11,Male,31,1,,,,Car Classic
ID_1VUPFFM,8/15/10,8/14/11,Female,31,1,,,,Car Classic
ID_1W54POM,3/22/10,3/21/11,Male,48,1,Saloon,,Honda,CarSafe
ID_1WAIX9X,8/8/10,8/7/11,Male,29,1,,,,Car Classic
ID_1WECVV8,2/27/10,2/26/11,Female,39,1,Saloon,,TOYOTA,Car Classic
ID_1WNJ0W7,10/8/10,2/24/11,Male,51,4,Saloon,,Honda,Customized Motor
ID_1WOSE2V,1/30/10,1/29/11,Female,36,1,Saloon,,TOYOTA,CarSafe
ID_1WP8205,3/28/10,3/25/11,Female,44,1,Saloon,Grey,Nissan,Car Classic
ID_1WPK52R,12/19/10,11/30/11,Male,44,1,Saloon,,TOYOTA,Car Classic
ID_1WQCILU,1/8/10,1/7/11,Female,42,2,Saloon,Black,Honda,Car Classic
ID_1WRRVHH,5/23/10,5/22/11,Male,34,3,Saloon,Wine,TOYOTA,Car Classic
ID_1WVLUT7,9/30/10,3/25/11,Female,46,1,,,,Car Classic
ID_1WW2RDU,7/28/10,7/26/11,Entity,7,2,JEEP,,Hyundai,Car Classic
ID_1WW48MU,2/21/10,2/20/11,Male,38,1,Saloon,,TOYOTA,CarSafe
ID_1WWO8JV,4/19/10,4/18/11,Male,48,1,,,Honda,Customized Motor
ID_1WZRBH7,8/29/10,8/28/11,Male,35,1,Saloon,,Lexus,Car Plus
ID_1X0ZXMR,5/23/10,5/22/11,Female,30,1,Saloon,Silver,Kia,Car Plus
ID_1XCL75X,11/13/10,11/12/11,Male,66,2,Saloon,,TOYOTA,CarSafe
ID_1XJWN0I,4/9/10,4/8/11,Female,38,1,Saloon,,Kia,CarSafe
ID_1XKMAZ8,12/6/10,12/5/11,Male,50,1,Saloon,,Nissan,CarSafe
ID_1Y42YZB,11/18/10,11/17/11,Male,33,1,Saloon,Blue,TOYOTA,Car Classic
ID_1Y74YD8,10/28/10,10/27/11,Male,46,1,,,,Car Classic
ID_1YA8GE7,2/28/10,2/27/11,Male,61,4,,,Mitsubishi,Car Classic
ID_1YBDW92,7/16/10,7/15/11,Male,29,1,JEEP,Ash,TOYOTA,Car Classic
ID_1YDQL70,10/11/10,10/10/11,Male,31,1,,,,Car Classic
ID_1YG0I0O,10/5/10,10/4/11,NOT STATED,40,1,,,,CarSafe
ID_1YLT3GP,10/23/10,10/22/11,Joint Gender,45,1,,,,CarSafe
ID_1YP5ZR7,4/10/10,4/9/11,Male,37,1,JEEP,,Honda,CarSafe
ID_1YSVH9Q,12/9/10,12/8/11,Male,32,1,,,,CarSafe
ID_1YUR6KS,11/27/10,11/26/11,Male,41,1,,,,CarSafe
ID_1YVXEJZ,6/1/10,5/31/11,Entity,93,7,Saloon,,TOYOTA,CarSafe
